filename,sha256,git_blob_sha1
1702.parquet,7d23bbaa03703843d735284f88b0f43c80448cd28e9163eac2e0da5c4e8db14f,9a239dbfdda2287929d809bce2aee902c90a9edc
1708.parquet,d58f8755d0d8f0313149f876257c39b908ad975f5ee1480d08b53c74ca81add6,a26b2551a4aa5cb81b2eef139c5e82b3ce8e4246
1709.parquet,73269a7f24f5ce7e4ecfce2fff8679906cc8d73882be53c54fc76483941ef5ad,2c8e05a9eb6570d7c125fa378d378db9174176fb
1712.parquet,a579ddcddcf9adb073610515c1710a4fb513f9ebd1a7a236ecdd0195ca6d9d56,5d605841c440bf296dfa2d4998e950464b11a929
1713.parquet,261406dd9867a8a3e73408407634829df585262300c4cb617eb435760d29b44f,8cfaa697287313c956f290fd33c302889dd3ed70
1714.parquet,06e7d4497a116defb201aa82f9a851686d361b56254c1963147ffb48f1ead050,20bc1e83413f36f4c81a4d43a5561f0ebadbfd6c
1717.parquet,b3e03bba0757b71da27ff01ab9f63a6c093b0f029102bdf01c17c3b87a63e43f,e165aa8de5c858f139f2b2d28c21e25c8b1fa23a
1718.parquet,d2338e4e0b92b0cf1a2998d01a2bc9e8839713118604b19bc573efb5ff9cebee,f8f5e2262368ba9eb60d012e0acd605eba5f7c48
1720.parquet,5590afc1dd40767892f0ab05a14d97ac5dff74d964a3359e8b6b2fa062d44fb3,7008947a3a1a88d74b10edb5931bafbdfcd50cf3
1722.parquet,ba255b718c2f44da1f84a7c93cfaacb5a8c60b90f1815fad35b4ed7a163816b3,47f59d952d49ecdea3c982c40cc58b5033a15aaf
1723.parquet,dc403878ef9475233e9c9cea4e70b2421d7be931a453b9e2d159eea092e8d723,a46030c087224f67d8b6b957cdb6d9c6b26bd728
1725.parquet,886da5a1b87e12e8abf30376dc03481fa9564df8fe42d9b8420affa99cceb87c,b957ff1ec3e8c9ae4d9c2a23af9979417a7c0daa
1727.parquet,2efe7ec81f5d6f3b5d7ed7af15c638822dde534af2e55a4e1a715f0558991702,1b21c02a87401e435dcc24dc2169211ebfc0574a
1732.parquet,58933b2c35e5b679237a0c892ecf9c0c03aaecde2fdba69f5a99f8ba10bc5a06,cc0438422245e47854d5c8a6606487d034d5debe
1734.parquet,b826f17f754712a65a7ab84bcdff319c57cf92ffc3ccb635213d2b3a3bcf18c5,be8969bd1f85fd3670be0dfdfb8cb81917ed266d
1736.parquet,a2b86065323ce1f699b21e86d134360ed93ab617f0f88c793729641c4c3ae3c0,9f0838070abcfd18fdc4442f63642c627a1f142d
1773.parquet,f78f136b103abf57aa8fa22dbb45f79bb8d2dc556f65ddc1256b0a1a4869ed9b,6dfafb29a07fec79b4fd19e7316dcbc0afefcabe
1784.parquet,62d5eb8f446323c050529941983c2f4362ce7f904707889684b8026a9db99cd7,11326d862a3fab2c0fdead936b2da26aef46aa14
1785.parquet,486625f4b2212eea38d8b7c59567d57dee7f60173668b91b222da5ff9c38c962,5f049fbc02370fa65d642a0fd027d1b4ec51b4a8
1786.parquet,16128967bab73b97b39fd163f6527b1955b710d4150a1448e1efc2e72e64a0ee,c3c534be5cd61b8864d3be94c3bbaa1136f4c0cf
1789.parquet,9abd03bb07bc573af04080c197575e3f721a91714557cb4f041ca933d4fbed8b,388393a65f8ad3b5eadeedb29e20872fbcf2f1ad
1795.parquet,0140340e273d89c68f24a4dc86bba60406835a3a173bcdc3df7f5f76f477628a,7988176c97e42d812e183e950fdce45b0cc05ac7
1802.parquet,ccea1cd500a4e4b0f1584f33158a4c9dfa6b8d184acb99c51de90fb85ed63281,773a07fd5e066b9d858327f9047db63711260b98
1808.parquet,b47bfc5c3c92c83840fd9f50d46121b23db5739fbc6088fac4ffdcc2082619c6,41a8d31413eb32e092fe09bf86d66afdc735ec11
1809.parquet,15d2c989d51835e1abd4f903110ddbabab75c232aac725886c87c0cea411f873,c2fc77d7796639d9367341b921adcc087e60e0cc
1810.parquet,b99850e4896d8b8d9600d3db2af4cf870e7f86ac887ea4e8df0e66418aa108dc,9a5353344c366b1513b8d1d0e145b02ec692c5db
1815.parquet,26dba1ac1ae26ec92fc75b2a25e3db6c28339280e7a38ba3a5c179915d12c264,c0abbcc9ffacf0e80b0828fbd4d7a2869d7b6f7a
1904.parquet,0475eb882d6c10cca5653e1624e0fabd54508859cdc0f3c85dc40df0fa6cc39a,3aa560338b45670c8e6e1ea2f048659762c5070a
1907.parquet,8ad118cd556a1a738a541824c2057c2f6c7c1efeedd3dc3f2b53a15a26945040,96b4ba11521ac69c18071a445f94e8b4a59fe780
2006.parquet,4555998e4cc9d2feec544aba0bfc403e112afd529e330a132628de310b8c0d40,036c11e0d9eca5901deaeba123000425f9c51943
2009.parquet,1a52ceb59720349b09f82be6906cd227f1ffbd346f08a2bc17b770d9c810f4e8,eee7aad352d1cb253a567f798ac9fd750dea2d9c
2010.parquet,bdd04d0d2629c139e3dbc5e77687e4bbe0aaf142f3a8f9a506f4d169e7c0b0e1,c0dc6e8c9ba00696663c7cb8155d8998dedc5091
2015.parquet,4ab8ad8c752eeb35c04045d20041c5eedf244911b97a839163acb674d5958937,81d7223711ac804c2a4ae888e02868d52d47323d
2027.parquet,6bc8c6215c03b2146db516597f9446245d83ec11333d1b9c4defefc173db11e9,60e5b10a3395614156d77c36b676d449c0e95676
2030.parquet,f995fbf50557e05f87a1cc3e7ff4e43bd282dd07d6cce29f45e228cd53386b46,8c22c8f56149e989aa24fa52234b9987d3e8ebab
2031.parquet,acc362f507951bd1316a8f43563830d4c3d5c91594cf6fe1fa8a57e1ce1ab528,959f77b0c47852e1b9f0b5b9f8e6fa69e6dd2417
2033.parquet,f9bc90ab30c3952754b7b45dd43cfc20cc07e9458a818b68a5ecc97f57d53585,914bbbb8de29326f641ca6d51563488667959978
2034.parquet,79a157f336773afda2df5021191dd8a8dc407043a594c575ce88db89e6159455,602d357f60448f2ea4838cb9b0f1608c1a3fb027
2049.parquet,da0726730de0ceb5cf806a6aeb9441d60eea1f33074a4158b83ffe41f8145b3b,70a685d1976dafeca8a41473282f9a766bbc70c3
2059.parquet,a42bdc4498d675eced7c9f9d83a5606acbe5302901a3a17f91a373aca59ca22d,8cd9f586a934c409692045671edb9fad592fa8f0
2066.parquet,2f70a0fc0970f94a4c6f35c28c9827d567efd965a9835ad21d26b6bb659ed935,c0d44744706341793e32a9b10bc62c6cd1e064d0
2070.parquet,8daff2ef1eed38c3259237243c3e9780274244b66a8aa77e5600a98f9947eb5e,29741b57af320f1a6bfad71de5068ca313344a76
2072.parquet,cf06ef7e53746ba70e5785639b8b6041855a2aa2115ce4a3d56bbfded5a5ccab,74565e1c88e1d8ac0c1daabc4f74c552a4fb86d8
2101.parquet,533833c36c733379259b813958d807850522877c3abeac6aa802db9a7023dc0d,b948f1bc9350026f6146f620d15cc516b637a52b
2103.parquet,94e31805617a6302e2d8fb5d4b8b502b63ac806f82abba3cc09e4b682175284f,923a09dfb710352793081baffde702faf5a3e85a
2105.parquet,7d95f9c5b1dfb92aa703686e76fdcd0e1ef201dd7b63e3ccd7162f84e7fef049,0e9106e3cf4eb43ea3f7e55b51a7ef5253074e39
2106.parquet,3778ee614d7f42d6d120cc8e3fd1efdbabc58fa9f6facbf410e914002dd2fbc8,34231cb8a6a86cad3155daf337002b649764fdb4
2108.parquet,1a3c306d67ee2d94fe1f8a37580f53879b357a01cba8975f8a8a148a9657d1bf,afe61b78d22e9e9538e381044751b3467a01b879
2201.parquet,1857082e4c84641bc568ea8e511328f7baf1ccdff845c13a8dce19eee92d0d56,8f12f46126e15c75c6d0a9c15503adab79810200
2204.parquet,770814566f30207521302d8053c8320fcaba89ee6156dfa8c5279ddfd9d33911,e76ea9779983e24a58ae7b367a2020058733ee19
2206.parquet,305e95746b761257991eac714694eb2d4d369b187398a83942643be4a38fb940,4e8dd6fc4a87451e85ad9c64fd7b38c737fbe708
2207.parquet,48e288f940bef04b25bf0ff9ea943de7ee2ffef604d4e2d4ea66de80f9d15ac9,8d8a21ea360171665d470f23ade5732a72458ded
2211.parquet,2f01448d592575e2dee447a431b0c472e5bdb64ac33f29ec47ae762fffa38fd3,07e72d31875654cf5ca793447fbe74195caa9c72
2221.parquet,62fda61782d7d86afc71e0f1621d6e75a141cfe15b80518cd4a3997ec7f8b8e8,d42e791a468a8760b42c0fa7aedeaae96fccc404
2228.parquet,f09787d79357d9c22ea4e5d6ba65381a438960329ca20830d6053684e734ebd5,a778ac96ef0b9623673d7a919ec755ae2949b584
2233.parquet,309d78debb5ab6a4d635c883a74a60841310d9d50595257e83765ac8531eaf25,923de721c1345a6cb58f93010578a16b0585c4b2
2243.parquet,6508b11561aca949e1e01bb3b52c8b05ee3a29af78412d985e61e9fa935476c7,bc7a1e9de231262480af53981d52f98d8834990b
2247.parquet,8fcd82d51c03a02d2de30f673389eb7c1d4da56083cc8295cfc5fbccbfa0b2c0,ca1d2d53dda137f18fe8b3c2afcf2cc752a2608a
2248.parquet,cd3ea6982687d391e5816edda4ba443854ff1a099d806e70fb1c5cc6a16bb109,96dad664f294fe0f8bdf0ad4ae6b9e4aca4cdea6
2250.parquet,a54c64890b098661a39abaded6a8f694bcd4f2c90dec241a9d0734f53dc297dc,d55ecafe23a3885de1e07ab15b689c44992c37e0
2301.parquet,6710ef01e03fddb6703748eed9759a630e60a7b8fcd10495679d3e490396be71,169c54c015a64c4915bc67253574f2c3778ea8e9
2302.parquet,8c2c07504f6e78b3619498ab6782e362991aa790172f1d0cfd04c88839226ea4,78c3e2495bf7957dd1b762ad6c2206c7a768c72f
2303.parquet,2efed13ea6f04c2c4871a71014d59f7416d7321a0df18f0b1a8336c6c4b8dcdb,8a38473e1e0fb00b3ef96bb0ab579e5c028a5c35
2305.parquet,559777d8e09a5ae1f949083b946f8e658ae2a16ba427e0cacf0c6db58eeae1b9,efe2382ac01f232d04da84b2f3d96f00cb69918a
2308.parquet,8d08aeb3857fd57aa5a04470a6c9edb3ab61b8521853946a7e8cd5866f308c3c,6b626aafb4acae50451b16735cc68fa72fd896ae
2312.parquet,426e39b115eceff547d7e6a1f33d2d51161c7439713088d9a9fb4018cd080860,9853f73d27b6130f0f19e89ea1eca2bfa97b8fb5
2313.parquet,951c7b48806efc3f4a8cece716a3a4b0e998bf9957b9d16b005166a370b8f11c,4efe69e29904e4c8398ea1c686bb61ee7768cc5e
2316.parquet,00c03d1427f8d95cc5f3c5d4d93984c8afe344fa0e348293f6118b53cbd3e23a,c1565dc7578bf1e7b532ea0ed1602de148497400
2317.parquet,eafa1222e803d22f7381fef8280cc599cd29b9818a0ed6c90a328dcd5b3bd7cf,08885241280ef7dd94817ad6c4d6c164be740d39
2323.parquet,ad6df378011938b7db45ae734ae197353fda9f3ab3d412afca1f156c24724bbc,bd64548b934877e9a1bad3b46c85223583f23ae4
2324.parquet,20f4e267fa14090ff17ac9b75b9ba0aa9d368791c2c6c9c36238475556d10f98,a643a77fe93f96496e3c860422bc60a7e38e6a98
2327.parquet,3dbd8501549020a448b3f9bae0b98fbb0931ff369861e0264ab0abcae6dd93f7,fd6a23ef5685f290508875f3cad9a1160a891d69
2328.parquet,504cf19539daaf4177d2f18df2f3cb47da58229be1fec84488c2c110ec0fe4da,4cfe828bb5de2b2f05a1d9ff93d2698b88f25901
2329.parquet,c3f6b7ea65c922415b5abf06ac74fd119350fc668ce3196d50c86f85f00ba6c7,a1398004ecc10d6fe3bb171c669f44428b8dd5c3
2330.parquet,f50f6a55b45c443bbbc96333765a6d65f52a042386b7c39e32818fe00fa948db,06e8da184c1d2060a96aa62ee4cf0b4b83a77b1a
2331.parquet,d2f085a110dc319bc6f22125a759663c35c66abaafa896f9e9067a688a4f5af8,f46328ea1e0e77ac481290063e43c5fad714c6f6
2337.parquet,56561529cffccd5ed19a97f31a8bb552344fbdc82267e0dbee757a6a79b49298,e63c18ac66fbf529234640ddeca32191fac83eb2
2344.parquet,a97cdd029af5aae52d7401d1e52e3c6620dbc4eebb485e8c676b7cf156578745,d871d5d78fdd270c0fde47b8f8c6ecd213cb1119
2345.parquet,c045fb64d9dddfd3dbc0802f2b0cdb99efa058d9b1494049717a94963aa76696,76a9791f8b6a0aeb3d09919e621f6d2d52301c98
2347.parquet,75b1a69bf5a1dda98f4fbd56ce19d7ccebf2052fb1c86189b37a397c53cf9375,c6dba669d6c0e86eddb3babb959b848ddeae37b3
2348.parquet,b697f2dfecb7b8617e3e94b296293418cc01e689ba3e74c4ec3b254479623c49,d46043eceba1d2bb2df7bc0f32b85e6cad413d42
2351.parquet,109b486cc67a0b4814c5d35f70440a191c172e977f09481f75b590128188c4a1,b56b25588719df0098206d1800d5fbe8e41066da
2352.parquet,293edd4fe64e265b86fa72cc40a1db96238fc2cad181bc157930ace05db8e9bc,0818b2a1471f659fe5ebfa5ceae04fa7d106105a
2353.parquet,c962c6e0b82acdfc6aab77b910bc8d6e0c2ee5399326eb5ce4c3521863d3cdb3,b9c874851a71d3ab63e55b3ea942a94d0dd7ce25
2354.parquet,07c3d6e8e27d073527913926382edd8726e2a5f7661b3cfda35b6525b03749c5,d594cf083047085fdb02e72625040bdf379578d9
2355.parquet,51c28ec6986cc9f4e232604919858ea869ef1034de1608e0249487bf2a89dab8,526b8ba3ae529664cb5fd455831c0184d455832e
2356.parquet,723d02702c60d79dd84eafc44112b5a04689bc19442a68bcea4e89d5beb600af,4113b8d9fc09bf63f1979abeb7e9bc63796cd6da
2357.parquet,8eecca87187f246f1bdd7aaab7d36b77738239e4fb098e0c864cea724d5a3bbb,40ace2c33cd19f7af98007e4fdd428daba42e682
2359.parquet,48d4182853bbb1513837b8cdb5f2289d58ffa0dddbdbfd7d68e037176c895534,23e3cf3bdc156a272e04c7014f552240bc950783
2360.parquet,760e95b08e3564e40bfb5a95b41a41b97bbc09aeaff7dcec6a18145157e4f002,b4c0bf8e7d73ff49633f11064f92fb487302f3bb
2362.parquet,f02c187cf6bfb8157ed81560585329f5407e47e1aaf367e97f429506ba68fd30,40829fb9e14d6dbb5fc758048a7254498ce4c74c
2363.parquet,9deef516c7c660546899d4cc0848fa55fa9ec04e418564ddd053c653dfc4c72a,dd80a4b21144499307a30c43c5669c3ab16aa144
2364.parquet,7309f4c4b8d24a61a1765cedc5ad68c9d113c48a7e066364c6cfe80c24312ce9,27fac156386929bb858d8120c04a0635dbcc3288
2365.parquet,61a722f27133ed1b2693f2e7864fd14e9f4b2dba0e0e1f1a9c6e6c422f7a29b7,66c44aeee77f6b6cbef560dc36373154c321a854
2368.parquet,73270fd9d1529bf0c4aaefa8600b583761b6faa7aa80540e94f13281407b00c4,e544576810e27b02e9adcadf145796cbb3c72ffb
2374.parquet,f5d18410ccec2cbc814f7c848585d2c8a4149bacecb9da9b8067c907c9a064f1,6b5d4b6e9e09ea5d90e26da2c6780d44c36c1eb8
2375.parquet,ecbe778f43f0c857cab4dff6ff834a09571c5c7d884497f24948c923290a3b8e,9c6ab5810af45edfb9e5757c5743f3577c339ba9
2376.parquet,98cfcec6a60bd60b0582b914acc5bee0cc5181d9014a6c6444b853d002060c02,f038613671e53f28a19f828c50cae1458e9ac0f3
2377.parquet,36ae4a76ebb399c14f1b5a4decf58767410f11f8b6f71908cef813f682fef56d,6b0c7b6997de82d3335f44d3af5f75ed97443811
2379.parquet,b85b1b16c5458d9ea6a18f7925243a314e6590da030444f5ad8023990eef16ab,2ebeff506b129852684d03f25c8cc684db248e2c
2382.parquet,d66cf8141e76b740cb7363e67b1b14f195936782d33bf3709862eb0667d4121a,9aac391ae9628c86a6ca0109045ac2f81b61432f
2383.parquet,dd066f0fc0f5ef13423b2b02a6c18fb87d78de2e42fef0aff464a7238a83be92,24c2025b3929420a3be0b3bdc6658567ecdae21e
2385.parquet,89ebc784631b6f4778dbb9fcc5d4c8739e5057a8e9cfdf48468ffce72b1e9fa1,c17e2e645616c98b121b6d946bb857f1f0b23d25
2387.parquet,0017f3730ce756b2958ba210e1fcfa4177f45f3178e53095231336d326f387de,f2fc957dd673ce6afbd2515eb0d9c622d0022cd0
2388.parquet,67045787f94edd1c70bfb106da8cdc87af2c816e8dd2c6498c6e385e460b19c5,c99dff516736ecdc5aad52808609dfe5e7466d08
2393.parquet,cebcce5d1db18ce609c86319d92a89fb24df3301ef981bdce216d7333aaa6070,4050325f824546fe8b3474d393ae5bb6588b726b
2395.parquet,105e78ae9cdfe45dfdb13df06e3da15d4b2d53653345a2305955dd9146dbcd00,2a24088d7577024f74f844a53b0db09cae932de5
2397.parquet,72696ff4bc83d638db26e2dadd4864fa9cdec1c8da44309ebb9c59d4a4db107e,c60d46ec04f069ccea66189f4e9ee040e44b3b98
2399.parquet,36ba497ee3fd9f0293802e740374092d817fe25d595827afd96d076740b0ddfb,4844073d092d7b84bca4d076af8b40555d7fe7c0
2402.parquet,49ef6120c4cfe28b441608bc6f20df1ee45e1e3438ae4983d631bbc964544cdb,54219b15ef1b49a1f1e9e2ed9a8a47d39064296a
2404.parquet,3caed5c58b86afffec1ae38b5154941d009c6fc17be1946b50e32fbcd4ea1352,57d1b4d7cd2659b49bae8a2d6cbdaa5da03c6ff8
2408.parquet,4ea411e601c716c8d1ee3cd765716351f8829a995cb5c184decf57d4cd2dac6e,18c472cfc23a8dbe35fb58a7592fb281bd00c467
2409.parquet,646923cb37259c914c0d55e819fad0da4842cd68c2f6a3f2329e4c8dd22b3e1d,74e1bb4d22b36decd0fadd4bab82d90937a1f598
2412.parquet,00eeaa88fa615fa58f536613a31dca46ac681b0d024c91a14ca9a61c36c26f5a,fdb6c2836c3826f8b822d4f455827c8e56c1074c
2413.parquet,c23f0eeb56be12579bfdedd944b3a6b457dd2ce4adf12ef8882ddf9a1f97c223,585d92d278288166d5b745633ff8b3f431da5bf6
2414.parquet,7556fe2d4031716edeefeafb83495dd0e46ac25148daec3686b2e7d220e7ba45,62969c78a8547be7a4974e3a86e6cfbd5dcd2af0
2415.parquet,912dfabde01637f5bbec1352ef2a3510092202199af3d7fa6a0c193ec566a4a9,433faeadee9a7d3a0c48eba8fc4239cf66404d9d
